field_name,form_name,field_type,field_label,parent,branching_logic
medi_antiviralagent___Cidofovir (Vistide),medication,binary,Cidofovir (Vistide),medi_antiviralagent,[medi_medtype] = '8'
medi_antiviralagent___Tecovirimat,medication,binary,Tecovirimat,medi_antiviralagent,[medi_medtype] = '8'
medi_antiviralagent___Other,medication,binary,Other,medi_antiviralagent,[medi_medtype] = '8'
medi_antiviralagent_otherl2,medication,categorical,Select Antiviral,medi,[medi_antiviralagent]='88'
"medi_antiviralagent_otherl2___Aciclovir (Acyclovir, Zovirax)",medication,binary,"Aciclovir (Acyclovir, Zovirax)",medi_antiviralagent_otherl2,[medi_antiviralagent]='88'
"medi_antiviralagent_otherl2___Amantadine (Gocovri, Osmolex ER, Symmetrel)",medication,binary,"Amantadine (Gocovri, Osmolex ER, Symmetrel)",medi_antiviralagent_otherl2,[medi_antiviralagent]='88'
medi_antiviralagent_otherl2___Atazanavir (Reyataz),medication,binary,Atazanavir (Reyataz),medi_antiviralagent_otherl2,[medi_antiviralagent]='88'
medi_antiviralagent_otherl2___Baloxavir marboxil (Xofluza)â,medication,binary,Baloxavir marboxil (Xofluza)â,medi_antiviralagent_otherl2,[medi_antiviralagent]='88'
medi_antiviralagent_otherl2___Bulevirtide (Hepcludex),medication,binary,Bulevirtide (Hepcludex),medi_antiviralagent_otherl2,[medi_antiviralagent]='88'
medi_antiviralagent_otherl2___Darunavir (Prezista),medication,binary,Darunavir (Prezista),medi_antiviralagent_otherl2,[medi_antiviralagent]='88'
medi_antiviralagent_otherl2___Dolutegravir (Tivicay),medication,binary,Dolutegravir (Tivicay),medi_antiviralagent_otherl2,[medi_antiviralagent]='88'
medi_antiviralagent_otherl2___Efavirenz (Sustiva),medication,binary,Efavirenz (Sustiva),medi_antiviralagent_otherl2,[medi_antiviralagent]='88'
medi_antiviralagent_otherl2___Emtricitabine (Emtriva),medication,binary,Emtricitabine (Emtriva),medi_antiviralagent_otherl2,[medi_antiviralagent]='88'
medi_antiviralagent_otherl2___Famciclovir (Famvir),medication,binary,Famciclovir (Famvir),medi_antiviralagent_otherl2,[medi_antiviralagent]='88'
medi_antiviralagent_otherl2___Favipiravir (Avigan),medication,binary,Favipiravir (Avigan),medi_antiviralagent_otherl2,[medi_antiviralagent]='88'
medi_antiviralagent_otherl2___Fluoxetine,medication,binary,Fluoxetine,medi_antiviralagent_otherl2,[medi_antiviralagent]='88'
medi_antiviralagent_otherl2___Ganciclovir (Cytovene),medication,binary,Ganciclovir (Cytovene),medi_antiviralagent_otherl2,[medi_antiviralagent]='88'
"medi_antiviralagent_otherl2___Lamivudine (Epivir, 3TC)",medication,binary,"Lamivudine (Epivir, 3TC)",medi_antiviralagent_otherl2,[medi_antiviralagent]='88'
medi_antiviralagent_otherl2___Laninamivir,medication,binary,Laninamivir,medi_antiviralagent_otherl2,[medi_antiviralagent]='88'
medi_antiviralagent_otherl2___Lopinavir/Ritonavir (Kaletra),medication,binary,Lopinavir/Ritonavir (Kaletra),medi_antiviralagent_otherl2,[medi_antiviralagent]='88'
medi_antiviralagent_otherl2___Molnupiravir (Lagevrio),medication,binary,Molnupiravir (Lagevrio),medi_antiviralagent_otherl2,[medi_antiviralagent]='88'
medi_antiviralagent_otherl2___Nirmatrelvir/Retonavir (Paxlovid),medication,binary,Nirmatrelvir/Retonavir (Paxlovid),medi_antiviralagent_otherl2,[medi_antiviralagent]='88'
medi_antiviralagent_otherl2___Oseltamivir (Tamiflu),medication,binary,Oseltamivir (Tamiflu),medi_antiviralagent_otherl2,[medi_antiviralagent]='88'
medi_antiviralagent_otherl2___Penciclovir (Denavir),medication,binary,Penciclovir (Denavir),medi_antiviralagent_otherl2,[medi_antiviralagent]='88'
medi_antiviralagent_otherl2___Pleconaril,medication,binary,Pleconaril,medi_antiviralagent_otherl2,[medi_antiviralagent]='88'
medi_antiviralagent_otherl2___Pocapavir,medication,binary,Pocapavir,medi_antiviralagent_otherl2,[medi_antiviralagent]='88'
medi_antiviralagent_otherl2___Remdesivir (Veklury),medication,binary,Remdesivir (Veklury),medi_antiviralagent_otherl2,[medi_antiviralagent]='88'
medi_antiviralagent_otherl2___Rimantadine (Flumadine),medication,binary,Rimantadine (Flumadine),medi_antiviralagent_otherl2,[medi_antiviralagent]='88'
medi_antiviralagent_otherl2___Tenofovir Disoproxil (Viread),medication,binary,Tenofovir Disoproxil (Viread),medi_antiviralagent_otherl2,[medi_antiviralagent]='88'
medi_antiviralagent_otherl2___Tenofovir alafenamide,medication,binary,Tenofovir alafenamide,medi_antiviralagent_otherl2,[medi_antiviralagent]='88'
medi_antiviralagent_otherl2___Umifenovir (Arbidol),medication,binary,Umifenovir (Arbidol),medi_antiviralagent_otherl2,[medi_antiviralagent]='88'
medi_antiviralagent_otherl2___Valaciclovir (Valtrex),medication,binary,Valaciclovir (Valtrex),medi_antiviralagent_otherl2,[medi_antiviralagent]='88'
medi_antiviralagent_otherl2___Valganciclovir (Valcyte),medication,binary,Valganciclovir (Valcyte),medi_antiviralagent_otherl2,[medi_antiviralagent]='88'
medi_antiviralagent_otherl2___Zalcitabine,medication,binary,Zalcitabine,medi_antiviralagent_otherl2,[medi_antiviralagent]='88'
medi_antiviralagent_otherl2___Zanamivir (Relenza),medication,binary,Zanamivir (Relenza),medi_antiviralagent_otherl2,[medi_antiviralagent]='88'
"medi_antiviralagent_otherl2___Zidovudine (Retrovir, AZT)",medication,binary,"Zidovudine (Retrovir, AZT)",medi_antiviralagent_otherl2,[medi_antiviralagent]='88'
medi_antiviralagent_otherl2___Other,medication,binary,Other,medi_antiviralagent_otherl2,[medi_antiviralagent]='88'
medi_antiviralagent_otherl3,medication,freetext,Specify other Antiviral,medi,[medi_antiviralagent_otherl2]='88'
medi_antibioagent,medication,categorical,Antibiotic,medi,[medi_medtype]='2'
"medi_antibioagent___Azithromycin (Sumamed, Zithromax, Zmax)",medication,binary,"Azithromycin (Sumamed, Zithromax, Zmax)",medi_antibioagent,[medi_medtype]='2'
"medi_antibioagent___Doxycycline (Vibramycin, Oracea, Monodox)",medication,binary,"Doxycycline (Vibramycin, Oracea, Monodox)",medi_antibioagent,[medi_medtype]='2'
medi_antibioagent___Other,medication,binary,Other,medi_antibioagent,[medi_medtype]='2'
medi_antibioagent_otherl2,medication,categorical,Select Antibiotic,medi,[medi_antibioagent]='88'
"medi_antibioagent_otherl2___Amoxicillin (Amoxil, Moxatag, Trimox)",medication,binary,"Amoxicillin (Amoxil, Moxatag, Trimox)",medi_antibioagent_otherl2,[medi_antibioagent]='88'
"medi_antibioagent_otherl2___Amoxicillin/Beta-lactamase inhibitor (Amoxicillin/Clavulanate, Amoxicillin and clavulanic acid, Augmentin,  Amoxyclav, Co-amoxiclav)",medication,binary,"Amoxicillin/Beta-lactamase inhibitor (Amoxicillin/Clavulanate, Amoxicillin and clavulanic acid, Augmentin,  Amoxyclav, Co-amoxiclav)",medi_antibioagent_otherl2,[medi_antibioagent]='88'
medi_antibioagent_otherl2___Ampicillin (Polyflex),medication,binary,Ampicillin (Polyflex),medi_antibioagent_otherl2,[medi_antibioagent]='88'
"medi_antibioagent_otherl2___Aztreonam (Azactam, Cayston, Primbactam)",medication,binary,"Aztreonam (Azactam, Cayston, Primbactam)",medi_antibioagent_otherl2,[medi_antibioagent]='88'
medi_antibioagent_otherl2___Bacitracin (Baciguent),medication,binary,Bacitracin (Baciguent),medi_antibioagent_otherl2,[medi_antibioagent]='88'
"medi_antibioagent_otherl2___Benzylpenicillin (Penicillin G, Bactracillin G, )",medication,binary,"Benzylpenicillin (Penicillin G, Bactracillin G, )",medi_antibioagent_otherl2,[medi_antibioagent]='88'
"medi_antibioagent_otherl2___Carbenicillin indanyl sodium (Anabactyl, Carbapen, Carindacillin, Pyopen)",medication,binary,"Carbenicillin indanyl sodium (Anabactyl, Carbapen, Carindacillin, Pyopen)",medi_antibioagent_otherl2,[medi_antibioagent]='88'
medi_antibioagent_otherl2___Caspofungin (Cancidas),medication,binary,Caspofungin (Cancidas),medi_antibioagent_otherl2,[medi_antibioagent]='88'
medi_antibioagent_otherl2___Cefadroxil (Duricef),medication,binary,Cefadroxil (Duricef),medi_antibioagent_otherl2,[medi_antibioagent]='88'
"medi_antibioagent_otherl2___Cefalexin (Cephalexin, Keflex, Daxbia)",medication,binary,"Cefalexin (Cephalexin, Keflex, Daxbia)",medi_antibioagent_otherl2,[medi_antibioagent]='88'
"medi_antibioagent_otherl2___Cefazolin (Ancef, Kefzol)",medication,binary,"Cefazolin (Ancef, Kefzol)",medi_antibioagent_otherl2,[medi_antibioagent]='88'
"medi_antibioagent_otherl2___Cefdinir (Cefzon, Omnicef)",medication,binary,"Cefdinir (Cefzon, Omnicef)",medi_antibioagent_otherl2,[medi_antibioagent]='88'
medi_antibioagent_otherl2___Cefditoren (Spectracef),medication,binary,Cefditoren (Spectracef),medi_antibioagent_otherl2,[medi_antibioagent]='88'
medi_antibioagent_otherl2___Cefixime (Suprax),medication,binary,Cefixime (Suprax),medi_antibioagent_otherl2,[medi_antibioagent]='88'
medi_antibioagent_otherl2___Cefmetazole (Zefazone),medication,binary,Cefmetazole (Zefazone),medi_antibioagent_otherl2,[medi_antibioagent]='88'
medi_antibioagent_otherl2___Cefoperazone (Cefobid),medication,binary,Cefoperazone (Cefobid),medi_antibioagent_otherl2,[medi_antibioagent]='88'
medi_antibioagent_otherl2___Cefotaxime (Claforan),medication,binary,Cefotaxime (Claforan),medi_antibioagent_otherl2,[medi_antibioagent]='88'
"medi_antibioagent_otherl2___Cefoxitin (Mefoxin, Renoxitin)",medication,binary,"Cefoxitin (Mefoxin, Renoxitin)",medi_antibioagent_otherl2,[medi_antibioagent]='88'
medi_antibioagent_otherl2___Cefpodoxime Proxetil (Vantin),medication,binary,Cefpodoxime Proxetil (Vantin),medi_antibioagent_otherl2,[medi_antibioagent]='88'
"medi_antibioagent_otherl2___Cefprozil (Cefproxil, Cefproz, Cefzil)",medication,binary,"Cefprozil (Cefproxil, Cefproz, Cefzil)",medi_antibioagent_otherl2,[medi_antibioagent]='88'
"medi_antibioagent_otherl2___Ceftaroline Fosamil (Teflaro, Zinforo)",medication,binary,"Ceftaroline Fosamil (Teflaro, Zinforo)",medi_antibioagent_otherl2,[medi_antibioagent]='88'
"medi_antibioagent_otherl2___Ceftazidime/beta-lactamase inhibitor (ceftazidime/avibactam, Avycaz, Zavicefta)",medication,binary,"Ceftazidime/beta-lactamase inhibitor (ceftazidime/avibactam, Avycaz, Zavicefta)",medi_antibioagent_otherl2,[medi_antibioagent]='88'
medi_antibioagent_otherl2___Ceftibuten (Cedax),medication,binary,Ceftibuten (Cedax),medi_antibioagent_otherl2,[medi_antibioagent]='88'
"medi_antibioagent_otherl2___Ceftriaxone (Rocephin, Wintriaxone)",medication,binary,"Ceftriaxone (Rocephin, Wintriaxone)",medi_antibioagent_otherl2,[medi_antibioagent]='88'
"medi_antibioagent_otherl2___Cefuroxime (Ceftin, Zinacef)",medication,binary,"Cefuroxime (Ceftin, Zinacef)",medi_antibioagent_otherl2,[medi_antibioagent]='88'
"medi_antibioagent_otherl2___Cephapirin (Cefapirin,",medication,binary,"Cephapirin (Cefapirin,",medi_antibioagent_otherl2,[medi_antibioagent]='88'
"medi_antibioagent_otherl2___Chloramphenicol (Chloromycetin, Viceton)",medication,binary,"Chloramphenicol (Chloromycetin, Viceton)",medi_antibioagent_otherl2,[medi_antibioagent]='88'
medi_antibioagent_otherl2___Cinoxacin (Cinobac),medication,binary,Cinoxacin (Cinobac),medi_antibioagent_otherl2,[medi_antibioagent]='88'
"medi_antibioagent_otherl2___Clindamycin (Cleocin, Dalacin)",medication,binary,"Clindamycin (Cleocin, Dalacin)",medi_antibioagent_otherl2,[medi_antibioagent]='88'
"medi_antibioagent_otherl2___Cloxacillin (Tegopen, Cloxapen)",medication,binary,"Cloxacillin (Tegopen, Cloxapen)",medi_antibioagent_otherl2,[medi_antibioagent]='88'
"medi_antibioagent_otherl2___Colistin (Colistimethate, Coly Mycin M, Colobreathe, Xylistin)",medication,binary,"Colistin (Colistimethate, Coly Mycin M, Colobreathe, Xylistin)",medi_antibioagent_otherl2,[medi_antibioagent]='88'
"medi_antibioagent_otherl2___Daptomycin (Dapzura, Cubicin)",medication,binary,"Daptomycin (Dapzura, Cubicin)",medi_antibioagent_otherl2,[medi_antibioagent]='88'
medi_antibioagent_otherl2___Dirithromycin (Dynabac),medication,binary,Dirithromycin (Dynabac),medi_antibioagent_otherl2,[medi_antibioagent]='88'
medi_antibioagent_otherl2___Enoxacin,medication,binary,Enoxacin,medi_antibioagent_otherl2,[medi_antibioagent]='88'
medi_antibioagent_otherl2___Ertapenem (Invanz),medication,binary,Ertapenem (Invanz),medi_antibioagent_otherl2,[medi_antibioagent]='88'
"medi_antibioagent_otherl2___Flucloxacillin (Floxapen, Fluclox)",medication,binary,"Flucloxacillin (Floxapen, Fluclox)",medi_antibioagent_otherl2,[medi_antibioagent]='88'
medi_antibioagent_otherl2___Fluconazole (Diflucan),medication,binary,Fluconazole (Diflucan),medi_antibioagent_otherl2,[medi_antibioagent]='88'
medi_antibioagent_otherl2___Gatifloxacin (Tequin),medication,binary,Gatifloxacin (Tequin),medi_antibioagent_otherl2,[medi_antibioagent]='88'
medi_antibioagent_otherl2___Gemifloxacin (Factive),medication,binary,Gemifloxacin (Factive),medi_antibioagent_otherl2,[medi_antibioagent]='88'
medi_antibioagent_otherl2___Kanamycin (Kantrex),medication,binary,Kanamycin (Kantrex),medi_antibioagent_otherl2,[medi_antibioagent]='88'
medi_antibioagent_otherl2___Linezolid (Zyvox),medication,binary,Linezolid (Zyvox),medi_antibioagent_otherl2,[medi_antibioagent]='88'
medi_antibioagent_otherl2___Lomefloxacin,medication,binary,Lomefloxacin,medi_antibioagent_otherl2,[medi_antibioagent]='88'
"medi_antibioagent_otherl2___Meropenem (Merrem, Meronem)",medication,binary,"Meropenem (Merrem, Meronem)",medi_antibioagent_otherl2,[medi_antibioagent]='88'
"medi_antibioagent_otherl2___Methenamine hippurate (Hiprex, Urex)",medication,binary,"Methenamine hippurate (Hiprex, Urex)",medi_antibioagent_otherl2,[medi_antibioagent]='88'
"medi_antibioagent_otherl2___Mezlocillin (Baypen, Melocin, Bezlin, Optocillin)",medication,binary,"Mezlocillin (Baypen, Melocin, Bezlin, Optocillin)",medi_antibioagent_otherl2,[medi_antibioagent]='88'
"medi_antibioagent_otherl2___Minocycline (Minocin, Ximino)",medication,binary,"Minocycline (Minocin, Ximino)",medi_antibioagent_otherl2,[medi_antibioagent]='88'
"medi_antibioagent_otherl2___Moxifloxacin (Avelox, Vigamox)",medication,binary,"Moxifloxacin (Avelox, Vigamox)",medi_antibioagent_otherl2,[medi_antibioagent]='88'
medi_antibioagent_otherl2___Nafcillin,medication,binary,Nafcillin,medi_antibioagent_otherl2,[medi_antibioagent]='88'
"medi_antibioagent_otherl2___Nalidixic Acid (NegGram, Wintomylon)",medication,binary,"Nalidixic Acid (NegGram, Wintomylon)",medi_antibioagent_otherl2,[medi_antibioagent]='88'
medi_antibioagent_otherl2___Netilmicin (Netromycin),medication,binary,Netilmicin (Netromycin),medi_antibioagent_otherl2,[medi_antibioagent]='88'
"medi_antibioagent_otherl2___Nitrofural (Aldomycin, Furacin, NFZ)",medication,binary,"Nitrofural (Aldomycin, Furacin, NFZ)",medi_antibioagent_otherl2,[medi_antibioagent]='88'
"medi_antibioagent_otherl2___Nitrofurantoin (Macrobid, Macrodantin)",medication,binary,"Nitrofurantoin (Macrobid, Macrodantin)",medi_antibioagent_otherl2,[medi_antibioagent]='88'
medi_antibioagent_otherl2___Novobiocin (Albadry),medication,binary,Novobiocin (Albadry),medi_antibioagent_otherl2,[medi_antibioagent]='88'
"medi_antibioagent_otherl2___Ofloxacin (Floxin, Ocuflox)",medication,binary,"Ofloxacin (Floxin, Ocuflox)",medi_antibioagent_otherl2,[medi_antibioagent]='88'
medi_antibioagent_otherl2___Oxacillin (Bactocill),medication,binary,Oxacillin (Bactocill),medi_antibioagent_otherl2,[medi_antibioagent]='88'
medi_antibioagent_otherl2___Piperacillin,medication,binary,Piperacillin,medi_antibioagent_otherl2,[medi_antibioagent]='88'
"medi_antibioagent_otherl2___Piperacillin/Beta-lactamase inhibitor (Piperacillin/Tazobactam, Pip-Taz, Tazocel, Tazocin, Zosyn,",medication,binary,"Piperacillin/Beta-lactamase inhibitor (Piperacillin/Tazobactam, Pip-Taz, Tazocel, Tazocin, Zosyn,",medi_antibioagent_otherl2,[medi_antibioagent]='88'
medi_antibioagent_otherl2___Pivmecillinam (Selexid),medication,binary,Pivmecillinam (Selexid),medi_antibioagent_otherl2,[medi_antibioagent]='88'
medi_antibioagent_otherl2___Plazomicin (Zemdri),medication,binary,Plazomicin (Zemdri),medi_antibioagent_otherl2,[medi_antibioagent]='88'
"medi_antibioagent_otherl2___Polymyxin B (Poly-Rx, Polysporin)",medication,binary,"Polymyxin B (Poly-Rx, Polysporin)",medi_antibioagent_otherl2,[medi_antibioagent]='88'
"medi_antibioagent_otherl2___Procaine benzylpenicillin (Penicillin G, Bactracillin G, Norocillin)",medication,binary,"Procaine benzylpenicillin (Penicillin G, Bactracillin G, Norocillin)",medi_antibioagent_otherl2,[medi_antibioagent]='88'
medi_antibioagent_otherl2___Quinupristin/Dalfopristin (Synercid),medication,binary,Quinupristin/Dalfopristin (Synercid),medi_antibioagent_otherl2,[medi_antibioagent]='88'
medi_antibioagent_otherl2___Retapamulin (Altabax),medication,binary,Retapamulin (Altabax),medi_antibioagent_otherl2,[medi_antibioagent]='88'
"medi_antibioagent_otherl2___Rifampicin (Rifadin, Rimactane)",medication,binary,"Rifampicin (Rifadin, Rimactane)",medi_antibioagent_otherl2,[medi_antibioagent]='88'
"medi_antibioagent_otherl2___Roxithromycin (Biaxsig, Rulide)",medication,binary,"Roxithromycin (Biaxsig, Rulide)",medi_antibioagent_otherl2,[medi_antibioagent]='88'
medi_antibioagent_otherl2___Sparfloxacin (Spacin),medication,binary,Sparfloxacin (Spacin),medi_antibioagent_otherl2,[medi_antibioagent]='88'
medi_antibioagent_otherl2___Sulfadiazine,medication,binary,Sulfadiazine,medi_antibioagent_otherl2,[medi_antibioagent]='88'
medi_antibioagent_otherl2___Sulfamethoxazole (Gantanol),medication,binary,Sulfamethoxazole (Gantanol),medi_antibioagent_otherl2,[medi_antibioagent]='88'
medi_antibioagent_otherl2___Telithromycin (Levviax),medication,binary,Telithromycin (Levviax),medi_antibioagent_otherl2,[medi_antibioagent]='88'
"medi_antibioagent_otherl2___Tetracycline (Viabecline, Vitastem)",medication,binary,"Tetracycline (Viabecline, Vitastem)",medi_antibioagent_otherl2,[medi_antibioagent]='88'
medi_antibioagent_otherl2___Ticarcillin/Beta-lactamase inhibitor (Ticacillin/Clavulanate),medication,binary,Ticarcillin/Beta-lactamase inhibitor (Ticacillin/Clavulanate),medi_antibioagent_otherl2,[medi_antibioagent]='88'
medi_antibioagent_otherl2___Trovafloxacin (Trovan),medication,binary,Trovafloxacin (Trovan),medi_antibioagent_otherl2,[medi_antibioagent]='88'
"medi_antibioagent_otherl2___Vancomycin (Vancocin, Vancocin HCl, Firvanq)",medication,binary,"Vancomycin (Vancocin, Vancocin HCl, Firvanq)",medi_antibioagent_otherl2,[medi_antibioagent]='88'
medi_antibioagent_otherl2___Voriconazole (Vfend),medication,binary,Voriconazole (Vfend),medi_antibioagent_otherl2,[medi_antibioagent]='88'
medi_antibioagent_otherl2___Xibornol,medication,binary,Xibornol,medi_antibioagent_otherl2,[medi_antibioagent]='88'
medi_antibioagent_otherl2___Other,medication,binary,Other,medi_antibioagent_otherl2,[medi_antibioagent]='88'
medi_antibioagent_otherl3,medication,freetext,Specify other Antibiotic,medi,[medi_antibioagent_otherl2]='88'
medi_topicantibiotgent,medication,categorical,Topical antibiotic,medi,[medi_medtype]='16'
medi_topicantibiotgent___Penicillins,medication,binary,Penicillins,medi_topicantibiotgent,[medi_medtype]='16'
